NTA Code,NTA Name,PERCENT_WHITE,PERCENT_BLACK,PERCENT_ASIAN,PERCENT_HISPANIC,PERCENT_FOREIGN_BORN,PERCENT_BELOW_POVERTY
BK79,Ocean Hill,0.15697924123120974,0.5045335242185636,0.02458840372226199,0.4543903602958721,0.3260677642567406,0.04169649248389406
BK81,Brownsville,0.2112355193640638,0.6621588871116282,0.0188712778504839,0.20268851081705525,0.26296996429321573,0.04168484319713053
BK82,East New York,0.14313472171980776,0.6972456203813756,0.023833393623068574,0.28927703994625603,0.3225776445661723,0.045051935300501264
BK83,Cypress Hills-City Line,0.3659172900148788,0.3206693434971363,0.08003994863746612,0.6079938038848012,0.43723376067505043,0.07380306952285837
BK85,East New York (Pennsylvania Ave),0.0981660530571517,0.7758662216564016,0.009290162749888174,0.2305336682379658,0.3691635412724082,0.03557788253105323
BK88,Borough Park,0.43493082419717216,0.24483335304153928,0.1385374258830684,0.2287953781441627,0.3141983546463503,0.12975657550213693
BK90,East Williamsburg,0.5341650406984765,0.10242614162675653,0.2121445042275173,0.2849484617355486,0.3345355643587773,0.05094700329135379
BK91,East Flatbush-Farragut,0.06727571067453102,0.7477197806258962,0.10374443803864178,0.1020148713172794,0.5301787218945407,0.008100876609457922
BK93,Starrett City,0.31151589996912626,0.6042760111145415,0.02261500463105897,0.18431614695893794,0.2880518678604508,0.15938561284347022
BK95,Erasmus,0.07375113533151681,0.7270014272739068,0.058622031919034645,0.1258596081484365,0.479408330089529,0.018554560788893212
BK96,Rugby-Remsen Village,0.22995928492463666,0.6781082319950387,0.0244155634049667,0.10838029498206919,0.4353142610618276,0.019265510825895865
BK99,park-cemetery-etc-Brooklyn,0.5882223761339257,0.10451543152524621,0.07034140243593426,0.33202696082571753,0.322178488774769,0.04017095460918628
BX01,Claremont-Bathgate,0.49941389276258613,0.21617251763374362,0.06745285878857697,0.3135774773136078,0.24557893247640414,0.04619131348652964
BX03,Eastchester-Edenwald-Baychester,0.2295665187596818,0.45104628875994435,0.17097697377057788,0.19531598708220652,0.4591067818415732,0.039212854779846144
BX05,Bedford Park-Fordham North,0.21825756594568924,0.18977464059059707,0.061736389932219485,0.7217869015239822,0.46017355264862064,0.05182834693260804
BX06,Belmont,0.3091844040877433,0.25771876152661155,0.03308815552517955,0.5334244613682223,0.31883963635574647,0.06697910564342902
BX07,Bronxdale,0.292768572369143,0.39748553871235753,0.046448558574093524,0.3902431377467041,0.34946936088162905,0.0685206377075136
BX08,West Farms-Bronx River,0.42143910798733136,0.20360970107163,0.10259664193674346,0.37355199791748017,0.3269881556683587,0.06989457243264349
BX09,Soundview-Castle Hill-Clason Point-Harding Park,0.43496221662468515,0.19844836272040303,0.15445843828715367,0.44598488664987407,0.33340722082283797,0.07318219983207389
BX10,Pelham Bay-Country Club-City Island,0.5743729223330312,0.09987911755817468,0.09646418857660925,0.36606225445754004,0.24294348745844666,0.05137503777576307
BX13,Co-op City,0.23178854875283447,0.5326318027210885,0.07353670634920635,0.24615575396825398,0.3082837301587302,0.03339356575963719
BX14,East Concourse-Concourse Village,0.3641992475053165,0.25368068051693116,0.059438900703418944,0.4543350237199411,0.3559381645673156,0.03876165548830361
BX17,East Tremont,0.18472478558245575,0.47455216588861143,0.02748887200086853,0.46283791119313866,0.31512322223428507,0.06593203778091412
BX22,North Riverdale-Fieldston-Riverdale,0.43450381272329763,0.3141897296432571,0.043619687516664,0.30425798538900445,0.33513304537940597,0.05708419986135552
BX26,Highbridge,0.3218598764716892,0.3073769395994688,0.07677293428757319,0.41863263250773164,0.33078136558497695,0.057637632463168775
BX27,Hunts Point,0.5202038686240223,0.15284724763802476,0.0711371368929012,0.35239179645669827,0.288587965786941,0.055738549333767096
BX28,Van Cortlandt Village,0.3457626355821594,0.20780263138155033,0.05149496677018168,0.598646803786549,0.42988733366338117,0.04502152812157763
BX29,Spuyten Duyvil-Kingsbridge,0.4560801093053358,0.1902955558751618,0.09182187544944628,0.4340842082554293,0.3729505249532576,0.05016719401697109
BX30,Kingsbridge Heights,0.27109235733465714,0.19502673917458313,0.1026694045174538,0.6269001361403825,0.4607110890478447,0.05516318041985393
BX31,Allerton-Pelham Gardens,0.3962004793458339,0.28022345974904833,0.09779007472155646,0.3265895953757225,0.3908078387142253,0.06272028760750036
BX33,Longwood,0.3490803394227313,0.2660061571158444,0.05374193245925208,0.470972480505071,0.2973230610554609,0.058852026066165554
BX34,Melrose South-Mott Haven North,0.5634465392468813,0.14659768970468337,0.06657431257530827,0.30121142593274025,0.24804288693117454,0.05184816410167608
BX35,Morrisania-Melrose,0.49684056341866367,0.193670907635447,0.08605419583397203,0.34412310731865176,0.3008873673632756,0.06282254355934802
BX36,University Heights-Morris Heights,0.2862450353259391,0.2737080188715908,0.09714827567445729,0.4679346178658314,0.39563497306834344,0.03604100762480666
BX37,Van Nest-Morris Park-Westchester Square,0.3664465499090822,0.25703074798682035,0.15671356110632598,0.2555336805982801,0.3586262526831002,0.11908863459251057
BX39,Mott Haven-Port Morris,0.35997128843163056,0.22810918840559313,0.1300324412573978,0.3706466436317319,0.28275265124592724,0.04294068387015052
BX40,Fordham South,0.14430934821606536,0.3022295623451693,0.012528830547566844,0.6764144764942054,0.41310971269113583,0.04951735527776987
BX41,Mount Hope,0.2427041004802364,0.3583933253444097,0.030129654824438898,0.5679133592222513,0.4279239910980565,0.051979060610702156
BX43,Norwood,0.31819859134592243,0.16781915320316385,0.08888318439249787,0.628166663992684,0.38054517158946877,0.06951820180012515
BX44,Williamsbridge-Olinville,0.24447516942813755,0.5255483276290638,0.08977235809212962,0.2007600655802111,0.40504091207869625,0.04553593689793513
BX46,Parkchester,0.23437819281539907,0.3792962524009972,0.1766112223629899,0.3046507826229106,0.32622910621602846,0.055948342801095265
BX49,Pelham Parkway,0.42369118164974656,0.194159890976465,0.1704258349028435,0.2667401656790237,0.3469306506193823,0.06944125438314423
BX52,Schuylerville-Throgs Neck-Edgewater Park,0.5093304061470911,0.13982245979096072,0.14444232329499357,0.31638428864601725,0.3046675893666778,0.058869851572567175
BX55,Soundview-Bruckner,0.5099924735467304,0.11403019435958738,0.14496834462301325,0.30418382255279586,0.31895338026298314,0.05553637047859388
BX59,Westchester-Unionport,0.37624053431165044,0.12280701754385964,0.220356521330135,0.39953435868491605,0.417913080287851,0.0528432340905884
BX62,Woodlawn-Wakefield,0.35005884974460355,0.3769126166996149,0.13979956805430174,0.16725897315766017,0.4636902789363623,0.06632309081144085
BX63,West Concourse,0.3852566555513038,0.21776089214453617,0.056264691412015524,0.4440496364729678,0.3522932269174001,0.0474361777729186
BX75,Crotona Park East,0.6140350877192983,0.11417629714982885,0.09038533229403192,0.24623535658205398,0.25671874470464634,0.044430135222150675
BX98,Rikers Island,0.5077270274248148,0.2654663199725261,0.12451552764558702,0.1667075504096551,0.23132021782858264,0.026737967914438502
BX99,park-cemetery-etc-Bronx,0.581678398678674,0.1471154980534036,0.09255181092453497,0.2822564788233906,0.2884108694797279,0.061111329584332845
MN01,Marble Hill-Inwood,0.31495686010858825,0.27823447320437206,0.08457863480324745,0.478827328382687,0.396540659474987,0.04716356487282136
MN03,Central Harlem North-Polo Grounds,0.33649352648751735,0.33474540497320704,0.12110211115470379,0.2766253308766929,0.3189576825470925,0.0948902209486539
MN04,Hamilton Heights,0.29203173983441083,0.3398826406991032,0.0426260004822985,0.454164417854231,0.35171043716913747,0.05139923980570261
MN06,Manhattanville,0.24595206109029202,0.3789153644912678,0.05469136675387117,0.48518701831294636,0.4038747083362794,0.05748426783567843
MN09,Morningside Heights,0.4058978709215546,0.25949062950504564,0.10006962900489365,0.33194402220282637,0.30984907177671644,0.05077033215977405
MN11,Central Harlem South,0.3690257395384061,0.32716089289507466,0.10982018341845452,0.2668156672238795,0.30127358534130055,0.09088726137591548
MN12,Upper West Side,0.628518552276483,0.13927978410167194,0.0813938281928026,0.24447473854823434,0.25694595804883075,0.049334036086089855
MN13,Hudson Yards-Chelsea-Flat Iron-Union Square,0.5393826314919345,0.13429064027774498,0.12469001676861671,0.3119848373916535,0.32245341394865495,0.06304173259960795
MN14,Lincoln Square,0.6313106184454539,0.11409352606310456,0.0890869028618691,0.24868343682758354,0.26163906461013575,0.04619440549499544
MN15,Clinton,0.609391124871001,0.11440201811718839,0.12884990253411305,0.23921568627450981,0.27743378052975576,0.07360394450177732
MN17,Midtown-Midtown South,0.46158384299227156,0.10524211257726823,0.2065446107254528,0.33164211782134734,0.4174352520107766,0.06414164257667827
MN19,Turtle Bay-East Midtown,0.5220759028922524,0.06548778660272742,0.2453356811029522,0.2504870373145512,0.37288326090214297,0.04128577851041511
MN20,Murray Hill-Kips Bay,0.543529478824267,0.10018810206912276,0.16110277213049343,0.3098934088274971,0.3453477988257871,0.057029127320400524
MN21,Gramercy,0.6023805722597697,0.10056232593617512,0.12592907952388555,0.2370106256541252,0.27339329111454064,0.06144785624323701
MN22,East Village,0.5399320730215019,0.17517418774817073,0.15212396673575906,0.26444072621931425,0.2984416751991609,0.0858327298154484
MN23,West Village,0.5953925026287589,0.1311260143990582,0.08085508872375644,0.2674441420183837,0.25365888017387545,0.05074888183414418
MN24,SoHo-TriBeCa-Civic Center-Little Italy,0.5494814191736036,0.13271225310870755,0.13418824444321004,0.2468397121023354,0.2680432005205647,0.04163723942007824
MN25,Battery Park City-Lower Manhattan,0.678257365322894,0.06958736920884846,0.17694045854262316,0.10936802866970827,0.25271656999755326,0.04558080626358285
MN27,Chinatown,0.2981895018820867,0.18028773987945407,0.3440639216682447,0.3116643188693624,0.43453109484331337,0.04909590559545528
MN28,Lower East Side,0.3654686385095839,0.17870722433460076,0.19878405192215587,0.4418661479664148,0.3182675672241391,0.07917346809113746
MN31,Lenox Hill-Roosevelt Island,0.6481931141987799,0.05132125245439693,0.18331159974219463,0.17790817932460992,0.31995593327038085,0.04522085825201973
MN32,Yorkville,0.7683056060514685,0.03550413109217634,0.11442134555573744,0.1388805127895857,0.2492784588743097,0.05011587735093176
MN33,East Harlem South,0.3836732716438157,0.21918511700014534,0.16218206482244077,0.34039048495712415,0.32615667845550117,0.05664454241558064
MN34,East Harlem North,0.3020433981039364,0.290086935057121,0.1540532409728704,0.33495066994762296,0.31888272638212856,0.05790013653509415
MN35,Washington Heights North,0.3983637889241096,0.18998228603393624,0.0882854745478277,0.5396606377027783,0.44077475293678914,0.0510162222636584
MN36,Washington Heights South,0.30619340756046953,0.21292777305649863,0.10111254427097938,0.556647441234454,0.4413811251407396,0.05024351734818451
MN40,Upper East Side-Carnegie Hill,0.7141654701193246,0.03178689904441254,0.14311036292518692,0.15123038074961628,0.28314106055354754,0.046690102490468885
MN50,Stuyvesant Town-Cooper Village,0.6662605853513593,0.09945030456098648,0.10545238448967464,0.19586985589065517,0.20849799435447927,0.04754122715792601
MN99,park-cemetery-etc-Manhattan,0.4425881940348472,0.28639747493264894,0.10103457620634136,0.23344120131992158,0.29100444756181154,0.06669748609140616
QN01,South Jamaica,0.28453710872691074,0.31910186926224976,0.1891936732662316,0.23127972569406038,0.41035283707554476,0.04766381721364577
QN02,Springfield Gardens North,0.15405059315277006,0.7107685616951364,0.038174394162700236,0.1477445698132354,0.30558844137331176,0.03711130976829592
QN03,Springfield Gardens South-Brookville,0.08625223519511939,0.8094737211177728,0.04901651414747028,0.07233266715753305,0.4042985870060657,0.012832649626590933
QN05,Rosedale,0.214511228927146,0.6553880979329243,0.05706796926192887,0.10013701078215285,0.3848811580389587,0.012569250014892477
QN06,Jamaica Estates-Holliswood,0.46769805175461243,0.20038527992373842,0.19238178460071892,0.18989931086529105,0.3884376303298711,0.09653843862331936
QN07,Hollis,0.3213602071838757,0.3970461284389896,0.14915737717224037,0.13652741808354915,0.41327928536576214,0.043557407198889016
QN08,St. Albans,0.22458228188320317,0.5327081871257708,0.14194203461199623,0.1258977766495946,0.43624852548117843,0.037770079586686774
QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,0.6480146915607001,0.26230557333259136,0.022287765380227607,0.11822810873980912,0.20879824146470408,0.039900943264976764
QN12,Hammels-Arverne-Edgemere,0.26720038524047435,0.5793254278777664,0.0467706013363029,0.24067497341439434,0.33909187584020545,0.04558678946206786
QN15,Far Rockaway-Bayswater,0.4163865397544319,0.44747178089947276,0.034110611797176324,0.2567849686847599,0.30481936237217366,0.08180885318990835
QN17,Forest Hills,0.6062980535142052,0.02733459400088322,0.2760182532582972,0.15753060138371475,0.47305606196143263,0.0644752188239557
QN18,Rego Park,0.4862107502072894,0.056346659937272434,0.3718591153249937,0.1488878474350193,0.5870795630700458,0.05187641948159631
QN19,Glendale,0.8453512344747826,0.021219892392014883,0.04334489867752803,0.3591039372454367,0.32061145471916325,0.06597274601498467
QN20,Ridgewood,0.7796833227112079,0.04046615956363757,0.06827681534883336,0.382760704205534,0.35869952076280653,0.1298327222162444
QN21,Middle Village,0.7582928330397504,0.027335045310808805,0.10006579086992508,0.21778900231329187,0.3287845667352873,0.0809015471465863
QN22,Flushing,0.11878551389225138,0.0420541448895598,0.7183383414745297,0.14610005838875517,0.7111607969353024,0.015651034620259473
QN23,College Point,0.35224843718491633,0.022786852187941117,0.2976809840693688,0.405041338979633,0.4762250453720508,0.04238757814075418
QN25,Corona,0.33904536080420034,0.20011357636017654,0.10858497803194087,0.6288045589949488,0.4794018311697369,0.07592679306187919
QN26,North Corona,0.26633682576639506,0.2810244470314319,0.048816453240201785,0.6555296856810244,0.481674427629026,0.06136010865347303
QN27,East Elmhurst,0.16801319741127702,0.4561143775644008,0.039126940484751065,0.48793762249199835,0.3726999703904234,0.04636013705004018
QN28,Jackson Heights,0.40193507282452473,0.20671645108236653,0.10662162362389059,0.49328799395474954,0.4425145574965551,0.0549406587545006
QN29,Elmhurst,0.2801669630038128,0.06804027649681953,0.3670999210824071,0.43378053302653724,0.6052123643901001,0.03788995274452569
QN30,Maspeth,0.7499455867202577,0.034360172381270225,0.09525951506885094,0.24282832972996504,0.2845161571165315,0.1646183089803677
QN31,Hunters Point-Sunnyside-West Maspeth,0.5495375936565254,0.16569248626093613,0.12015908608703972,0.28547715425609366,0.31021370952644434,0.055796616092489586
QN33,Cambria Heights,0.44315206747007213,0.41763095309470993,0.08030057757259627,0.0726262565701381,0.4997102144413134,0.058037052581089994
QN34,Queens Village,0.41292149425884556,0.2730988379141338,0.14624790010564417,0.1593668277307286,0.4520184963890476,0.05404305432881315
QN35,Briarwood-Jamaica Hills,0.34927502547690986,0.2717268875261474,0.19064773925947115,0.226431623549604,0.36828884558310837,0.09840344698120966
QN37,Kew Gardens Hills,0.5994040017028522,0.07250425713069392,0.2452905491698595,0.1501702852277565,0.3905917411664538,0.06606534695615156
QN38,Pomonok-Flushing Heights-Hillcrest,0.38599053414469237,0.13622718052738336,0.3133468559837728,0.24070317782285328,0.37966193373901286,0.04551724137931035
QN41,Fresh Meadows-Utopia,0.3575592277661907,0.058612760040643884,0.4960158297235146,0.11701160489865768,0.4799721910262581,0.018343226910529975
QN42,Oakland Gardens,0.44098825702599287,0.03034701147908695,0.4704776355719752,0.09925451906583982,0.43900910410344374,0.03341469850903813
QN43,Bellerose,0.3699563696679047,0.08664767605379872,0.418346374355461,0.21061551220567554,0.4254498251180904,0.03562542819024267
QN44,Glen Oaks-Floral Park-New Hyde Park,0.46973117176277446,0.05442232710855736,0.4058280320131336,0.10552021342089062,0.380422737533347,0.04178124358711266
QN45,Douglas Manor-Douglaston-Little Neck,0.5224515273280537,0.011703663246596184,0.4042445285374322,0.09979323528264347,0.38770335114890964,0.02438263176374205
QN46,Bayside-Bayside Hills,0.4587151717115616,0.027029528834582987,0.45410996945292975,0.11480607238729983,0.4313385170785893,0.021568082939924096
QN47,Ft. Totten-Bay Terrace-Clearview,0.6621145374449339,0.010484581497797357,0.27374449339207046,0.12647577092511014,0.31801762114537446,0.04449339207048458
QN48,Auburndale,0.3986788420439091,0.01491159898970274,0.5022828832329512,0.13571012240139887,0.5039343306780649,0.020303089178162037
QN49,Whitestone,0.7026993212598918,0.005661380626192487,0.22304588533358355,0.1452879171749398,0.35688592787213413,0.031184510963060273
QN50,Elmhurst-Maspeth,0.2878916879517871,0.1731356738618721,0.24969533062887098,0.4259862105807916,0.46104405602577586,0.04532478589672961
QN51,Murray Hill,0.3047321375246362,0.019231152077402402,0.5684338356791623,0.1575122932053911,0.6008640082817384,0.01666301686209711
QN52,East Flushing,0.2259220313899599,0.015772870662460567,0.6431436694317872,0.1783697472446158,0.6418195272033337,0.021536783892199245
QN53,Woodhaven,0.43934960956805374,0.12353464465750717,0.23810418108134823,0.39186517742413757,0.3905851537016902,0.07002569931797964
QN54,Richmond Hill,0.5277617255889013,0.0835484326642781,0.20271132171582917,0.27048152286045724,0.35977449885066326,0.056966007884835176
QN55,South Ozone Park,0.3077475401486973,0.19927195915624074,0.26449924231987876,0.2840402927191741,0.4446977002425411,0.042534450441875704
QN56,Ozone Park,0.5456144831304447,0.08210606963480037,0.18105331857779292,0.30021849550239776,0.3422859737237876,0.059986947021934675
QN57,Lindenwood-Howard Beach,0.6227856330245408,0.20835364862668618,0.04282463838777832,0.18671108944146486,0.25464543041334853,0.044531123029416544
QN60,Kew Gardens,0.7486671397638154,0.06828065578543224,0.10819367869425187,0.13212147679094566,0.2628509562021217,0.06475062321451316
QN61,Jamaica,0.2936266385415097,0.22349706192556879,0.23350158204007834,0.26651348500828687,0.45180804580382705,0.07083772788910653
QN62,Queensboro Hill,0.2059795747200158,0.018106468005328336,0.6793132369628496,0.16823720953179733,0.6290887562287236,0.019339878632394298
QN63,Woodside,0.3412215815603852,0.2170937480625146,0.11962094439595763,0.48951015600036246,0.419436376556546,0.04468735543378211
QN66,Laurelton,0.19770610110828823,0.651220589859715,0.05859935932839942,0.13328914908501785,0.38817703155491734,0.025313892264074524
QN68,Queensbridge-Ravenswood-Long Island City,0.37761987435342126,0.23240142471049383,0.10922482146372894,0.3777988580838002,0.2818009342950726,0.04604356463997423
QN70,Astoria,0.6197314357172632,0.12232775561245757,0.09439349729053773,0.24822842851187996,0.2674001071875186,0.04885368903709879
QN71,Old Astoria,0.5143336199484093,0.1714359415305245,0.07699054170249355,0.34948409286328463,0.29037833190025797,0.06081685296646604
QN72,Steinway,0.62709423455427,0.09511236687080382,0.12188565119293361,0.2656137487398589,0.32496896795298214,0.07292702496965374
QN76,Baisley Park,0.2288466287972339,0.409096896353009,0.16520128426772043,0.22260640487363134,0.4017782168436651,0.038536264098131226
QN98,Airport,0.6119586614173228,0.3858267716535433,0.0,0.03174212598425197,0.4092027559055118,0.058809055118110236
QN99,park-cemetery-etc-Queens,0.32252970016971527,0.3146096549123138,0.0490052800301716,0.42155383745049974,0.3451819724684141,0.05107957759758627
SI01,Annadale-Huguenot-Prince's Bay-Eltingville,0.7108414570409253,0.11736769150362443,0.09496216511009613,0.12152612084441111,0.21142091030972346,0.058263458086213554
SI05,New Springville-Bloomfield-Travis,0.5812290378911772,0.13519693987859302,0.14926407406380796,0.21752085816448152,0.26927128087146934,0.05948388169748039
SI07,Westerleigh,0.5711278940200569,0.15588846243792387,0.09416312437236048,0.28938137097107014,0.29260038793281334,0.054269324419132514
SI08,Grymes Hill-Clifton-Fox Hills,0.5257380231827785,0.1888026037800491,0.10889053845714612,0.2676725860789128,0.27742248615314336,0.04606577970650374
SI11,Charleston-Richmond Valley-Tottenville,0.7573443803644437,0.09176075596350147,0.07418839520212277,0.15641837922724935,0.21652722497495464,0.06563236130289984
SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,0.36244669901485077,0.32179091310101454,0.060579326569622116,0.4241876194677253,0.33168651668872223,0.06529922070283782
SI14,Grasmere-Arrochar-Ft. Wadsworth,0.5892356627720216,0.08887349226844708,0.17146411362705885,0.24018203004440525,0.32760684029855447,0.058655875035429725
SI22,West New Brighton-New Brighton-St. George,0.5703850314919027,0.16754866358596746,0.10280365993777099,0.25705108313694575,0.2648842221793571,0.06343668492162667
SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,0.6063350573205901,0.11456967848034894,0.0865528993970017,0.31987511023190407,0.3184569916819601,0.03992182472531401
SI25,Oakwood-Oakwood Beach,0.8087261856746305,0.02396260884006738,0.09774846378324516,0.14700230135946285,0.2474791810007355,0.06322807184037581
SI28,Port Richmond,0.4334008361640972,0.2592598641233342,0.093039587143977,0.40109746537758034,0.35682322968382546,0.049222628690880586
SI32,Rossville-Woodrow,0.9261611929540028,0.0013064828580438797,0.03568049736450872,0.08528179483714016,0.11397936658106951,0.10587016263459026
SI35,New Brighton-Silver Lake,0.6459883786599063,0.09832958923708286,0.07151014671000615,0.26813167505427893,0.2479637554749564,0.06421857155407186
SI36,Old Town-Dongan Hills-South Beach,0.7021862385963274,0.08049651181782123,0.12118808184978651,0.17671900884295014,0.31624629599384024,0.06094402575888378
SI37,Stapleton-Rosebank,0.42808250022516436,0.09972851610246909,0.3332304010499093,0.2368600506941496,0.4266285817217998,0.05232819958569756
SI45,New Dorp-Midland Beach,0.7184780083284185,0.03458259610744732,0.14469286722785193,0.16587135631690883,0.3167301127732204,0.07281110932389684
SI48,Arden Heights,0.8965606700763472,0.017678452301534357,0.06078126158179527,0.1337187754799496,0.14995181973167296,0.05259061596619969
SI54,Great Kills,0.8902792357757716,0.016187276926306948,0.06882217090069284,0.09630484988452656,0.2049548603821121,0.0543355028343481
SI99,park-cemetery-etc-Staten Island,0.672934940367262,0.054899981068972044,0.130813403167792,0.13971098630655646,0.3136240297848173,0.04032308954376223
